Kingdom	Phylum	Order	Class	Family	Genus	Species	Strain
Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium_valvarum	Cardiobacterium_valvarum_F0432
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella	Veillonella
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella_parvula	Veillonella_parvula
Bacteria	Firmicutes	Bacilli	Bacillales	Gemella	Gemella_haemolysans	Gemella_haemolysans_M341	Gemella_haemolysans_M341
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_bacterium_oral_taxon_096	Lachnospiraceae_bacterium_oral_taxon_096	Lachnospiraceae_bacterium_oral_taxon_096
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_showae	Campylobacter_showae
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_parainfluenzae	Haemophilus_parainfluenzae
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella_parvula	Veillonella_parvula
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus	Haemophilus
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_wadei	Leptotrichia_wadei
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_parainfluenzae	Haemophilus_parainfluenzae
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia_dentocariosa	Rothia_dentocariosa_ATCC_17931
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_bacterium_oral_taxon_082	Lachnospiraceae_bacterium_oral_taxon_082_str._F0431	Lachnospiraceae_bacterium_oral_taxon_082_str._F0431
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptoanaerobacter	[Eubacterium]_yurii	[Eubacterium]_yurii_subsp._margaretiae_ATCC_43715
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella_adiacens	Granulicatella_adiacens_ATCC_49175
Bacteria	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium	Fusobacterium
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium	Fusobacterium
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._LPB0220	Streptococcus_sp._LPB0220
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus_stomatis	Peptostreptococcus_stomatis_DSM_17678
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia_dentocariosa	Rothia_dentocariosa_M567
Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium_valvarum	Cardiobacterium_valvarum_F0432
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium	Fusobacterium
Bacteria	Firmicutes	Bacilli	Bacillales	Gemella	Gemella_morbillorum	Gemella_morbillorum	Gemella_morbillorum
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Pseudoleptotrichia	Pseudoleptotrichia_goodfellowii	Leptotrichia_goodfellowii_DSM_19756
Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium_valvarum	Cardiobacterium_valvarum_F0432
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_212	Leptotrichia_sp._oral_taxon_212
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_498	Leptotrichia_sp._oral_taxon_498
Bacteria	Firmicutes	Bacilli	Bacillales	Gemella	Gemella_morbillorum	Gemella_morbillorum	Gemella_morbillorum
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_mucosa	Neisseria_mucosa
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter_aphrophilus	Aggregatibacter_aphrophilus
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_hwasookii	Fusobacterium_hwasookii
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_sp._oral_taxon_338	Capnocytophaga_sp._oral_taxon_338_str._F0234
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sanguinis	Streptococcus_sanguinis_SK150
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_phagedenis	Treponema_phagedenis
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_wadei	Leptotrichia_wadei
Bacteria	Firmicutes	Bacilli	Bacillales	Gemella	Gemella_haemolysans	Gemella_haemolysans_M341	Gemella_haemolysans_M341
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_nigrescens	Prevotella_nigrescens_F0103
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum_saburreum	Lachnoanaerobaculum_saburreum_F0468
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_gingivalis	Capnocytophaga_gingivalis_ATCC_33624
Bacteria	Firmicutes	Bacilli	Bacillales	Gemella	Gemella_morbillorum	Gemella_morbillorum	Gemella_morbillorum
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_225	Leptotrichia_sp._oral_taxon_225_str._F0581
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter_aphrophilus	Aggregatibacter_aphrophilus
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Johnsonella	Johnsonella_ignava	Johnsonella_ignava_ATCC_51276
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter_aphrophilus	Aggregatibacter_aphrophilus
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_Family_XIII._Incertae_Sedis	[Eubacterium]_brachy	Eubacterium_brachy_ATCC_33089	Eubacterium_brachy_ATCC_33089
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella_corrodens	Eikenella_corrodens
Bacteria	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_pallens	Prevotella_pallens_ATCC_700821
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_parainfluenzae	Haemophilus_parainfluenzae
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium	Clostridium
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Catonella	Catonella_morbi	Catonella_morbi_ATCC_51271
Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium_valvarum	Cardiobacterium_valvarum_F0432
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_wadei	Leptotrichia_wadei
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	Methylomonas_paludis	Methylomonas_paludis
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Salinivirgaceae	Salinivirga	Salinivirga_cyanobacteriivorans	Salinivirga_cyanobacteriivorans
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_223	Leptotrichia_sp._oral_taxon_223
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_cinerea	Neisseria_cinerea_ATCC_14685
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_showae	Campylobacter_showae
Bacteria	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_sp._HMSC064B11	Fusobacterium_sp._HMSC064B11
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sanguinis	Streptococcus_sanguinis_SK115
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_arthrosphaerae	Chryseobacterium_arthrosphaerae
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera_micronuciformis	Megasphaera_micronuciformis_F0359
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_gingivalis	Capnocytophaga_gingivalis_ATCC_33624
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_223	Leptotrichia_sp._oral_taxon_223
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella_adiacens	Granulicatella_adiacens_ATCC_49175
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Kaistella	Chryseobacterium_haifense	Chryseobacterium_haifense
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_223	Leptotrichia_sp._oral_taxon_223
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_parainfluenzae	Haemophilus_parainfluenzae
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_215	Leptotrichia_sp._oral_taxon_215_str._W9775
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum_saburreum	Lachnoanaerobaculum_saburreum_F0468
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_gingivalis	Capnocytophaga_gingivalis_ATCC_33624
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia_dentocariosa	Rothia_dentocariosa_M567
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Enterocloster	Enterocloster_bolteae	Enterocloster_bolteae
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_sputigena	Selenomonas_sputigena_ATCC_35185
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Oribacterium	Oribacterium_sinus	Oribacterium_sinus_F0268
Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium_valvarum	Cardiobacterium_valvarum_F0432
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	unclassified_Capnocytophaga	unclassified_Capnocytophaga
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia_dentocariosa	Rothia_dentocariosa_M567
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_nucleatum	Fusobacterium_nucleatum_subsp._vincentii_ATCC_49256
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_showae	Campylobacter_showae
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_gingivalis	Capnocytophaga_gingivalis_ATCC_33624
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_gracilis	Campylobacter_gracilis
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_pleuritidis	Prevotella_pleuritidis_F0068
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sanguinis	Streptococcus_sanguinis_SK330
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_concisus	Campylobacter_concisus
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_phagedenis	Treponema_phagedenis
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_sp._OMZ_804	Treponema_sp._OMZ_804
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum_saburreum	Lachnoanaerobaculum_saburreum
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_212	Leptotrichia_sp._oral_taxon_212
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_hwasookii	Fusobacterium_hwasookii
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella_corrodens	Eikenella_corrodens_CC92I
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_buccalis	Leptotrichia_buccalis_C-1013-b
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_nucleatum	Fusobacterium_nucleatum_subsp._vincentii
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_showae	Campylobacter_showae
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sanguinis	Streptococcus_sanguinis
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_hwasookii	Fusobacterium_hwasookii
Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium_valvarum	Cardiobacterium_valvarum_F0432
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella_corrodens	Eikenella_corrodens_CC92I
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_nigrescens	Prevotella_nigrescens
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_215	Leptotrichia_sp._oral_taxon_215_str._W9775
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sanguinis	Streptococcus_sanguinis
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia_dentocariosa	Rothia_dentocariosa
Bacteria	Firmicutes	Bacilli	Bacillales	Gemella	Gemella_morbillorum	Gemella_morbillorum	Gemella_morbillorum
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_shahii	Leptotrichia_shahii_DSM_19757
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	unclassified_Capnocytophaga	unclassified_Capnocytophaga
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_sp._FDAARGOS_1104	Chryseobacterium_sp._FDAARGOS_1104
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_sp._FDAARGOS_1104	Chryseobacterium_sp._FDAARGOS_1104
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_sputigena	Capnocytophaga_sputigena
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_perflava	Neisseria_perflava
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_oulorum	Prevotella_oulorum_JCM_14966
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_gingivalis	Porphyromonas_gingivalis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_cristatus	Streptococcus_cristatus_ATCC_51100
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_hwasookii	Fusobacterium_hwasookii
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_Family_XIII._Incertae_Sedis	Mogibacterium	Mogibacterium_diversum	Mogibacterium_diversum
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_saccharolytica	Prevotella_saccharolytica_JCM_17484
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella_adiacens	Granulicatella_adiacens_ATCC_49175
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus	Haemophilus
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_nucleatum	Fusobacterium_nucleatum_subsp._polymorphum
Bacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_shahii	Leptotrichia_shahii_DSM_19757
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_shahii	Leptotrichia_shahii_DSM_19757
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter_aphrophilus	Aggregatibacter_aphrophilus
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_498	Leptotrichia_sp._oral_taxon_498
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_gracilis	Campylobacter_gracilis
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_buccalis	Leptotrichia_buccalis_C-1013-b
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_Family_XIII._Incertae_Sedis	[Eubacterium]_infirmum	Eubacterium_infirmum_F0142	Eubacterium_infirmum_F0142
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter_sp._2125159857	Aggregatibacter_sp._2125159857
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_212	Leptotrichia_sp._oral_taxon_212
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Arachnia	Arachnia_propionica	Arachnia_propionica
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_concisus	Campylobacter_concisus_13826
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_showae	Campylobacter_showae
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_cristatus	Streptococcus_cristatus_ATCC_51100
Bacteria	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_417	Leptotrichia_sp._oral_taxon_417
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella_adiacens	Granulicatella_adiacens_ATCC_49175
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_hwasookii	Fusobacterium_hwasookii
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_bacterium_oral_taxon_500	Lachnospiraceae_oral_taxon_107_str._F0167	Lachnospiraceae_oral_taxon_107_str._F0167
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter_segnis	Aggregatibacter_segnis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_anginosus_group	Streptococcus_anginosus_group
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_parainfluenzae	Haemophilus_parainfluenzae
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_gordonii	Streptococcus_gordonii
Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium_hominis	Cardiobacterium_hominis
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_nucleatum	Fusobacterium_nucleatum_subsp._vincentii
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_gingivalis	Capnocytophaga_gingivalis_ATCC_33624
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter_sp._2125159857	Aggregatibacter_sp._2125159857
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_bacterium_oral_taxon_500	Lachnospiraceae_oral_taxon_107_str._F0167	Lachnospiraceae_oral_taxon_107_str._F0167
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia_aeria	Rothia_aeria_F0184
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_elongata	Neisseria_elongata_subsp._glycolytica_ATCC_29315
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	unclassified_Capnocytophaga	unclassified_Capnocytophaga
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_sp._oral_taxon_317	Prevotella_sp._oral_taxon_317_str._F0108
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_mucosa	Neisseria_mucosa
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_concisus	Campylobacter_concisus_13826
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_shahii	Leptotrichia_shahii_DSM_19757
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter_sp._2125159857	Aggregatibacter_sp._2125159857
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_showae	Campylobacter_showae
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_rectus	Campylobacter_rectus
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium_rosettiformans	Rhizobium_rosettiformans
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_granulosa	Capnocytophaga_granulosa_ATCC_51502
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter_sp._2125159857	Aggregatibacter_sp._2125159857
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_498	Leptotrichia_sp._oral_taxon_498
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Salinivirgaceae	Salinivirga	Salinivirga_cyanobacteriivorans	Salinivirga_cyanobacteriivorans
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_gracilis	Campylobacter_gracilis
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_perflava	Neisseria_perflava
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_showae	Campylobacter_showae
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_shahii	Leptotrichia_shahii_DSM_19757
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_hofstadii	Leptotrichia_hofstadii_DSM_21651
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_sp._oral_taxon_203	Fusobacterium_sp._oral_taxon_203
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_nucleatum	Fusobacterium_nucleatum_subsp._animalis
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_periodonticum	Fusobacterium_periodonticum_1_1_41FAA
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_melaninogenica	Prevotella_melaninogenica
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_perflava	Neisseria_perflava
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_cristatus	Streptococcus_cristatus_ATCC_51100
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	Roseburia_intestinalis	Roseburia_intestinalis_L1-82
